index,steps,peak
87626,45,131440
87627,45,394324
87628,45,98584
87629,45,262888
87630,164,332728
87631,164,887272
87632,45,87632
87633,226,262900
87634,226,499120
87635,226,499120
87636,45,87636
87637,45,262912
87638,102,899584
87639,102,899584
87640,164,87640
87641,102,899584
87642,164,131464
87643,226,748744
87644,164,147904
87645,164,262936
87646,102,899584
87647,102,1331152
87648,45,87648
87649,45,332800
87650,164,131476
87651,164,394432
87652,164,87652
87653,164,262960
87654,164,197224
87655,164,1497688
87656,45,87656
87657,125,665656
87658,45,131488
87659,239,5764660
87660,164,249640
87661,164,262984
87662,164,295864
87663,164,998548
87664,195,399976
87665,45,262996
87666,195,355480
87667,195,394504
87668,195,399976
87669,195,399976
87670,164,221920
87671,164,591784
87672,195,399976
87673,164,499336
87674,195,399976
87675,164,443860
87676,195,5399296
87677,195,5399296
87678,195,5399296
87679,195,5056072
87680,133,87680
87681,195,1264084
87682,45,131524
87683,45,394576
87684,195,87684
87685,195,263056
87686,195,197296
87687,164,591892
87688,45,87688
87689,164,749140
87690,45,131536
87691,195,394612
87692,45,98656
87693,45,263080
87694,164,374596
87695,164,887920
87696,45,87696
87697,195,263092
87698,195,221992
87699,195,394648
87700,45,87700
87701,45,263104
87702,45,197332
87703,45,592000
87704,45,87704
87705,151,1200256
87706,45,131560
87707,164,1123936
87708,125,320488
87709,125,320488
87710,125,444040
87711,195,12152752
87712,133,87712
87713,125,320488
87714,195,150064
87715,195,394720
87716,195,374704
87717,195,374704
87718,195,374704
87719,195,749392
87720,133,87720
87721,164,3372352
87722,133,131584
87723,195,394756
87724,102,675376
87725,102,675376
87726,102,675376
87727,195,888244
87728,120,87728
87729,120,263188
87730,120,148048
87731,120,394792
87732,120,87732
87733,120,263200
87734,102,800440
87735,102,800440
87736,120,87736
87737,45,296116
87738,120,131608
87739,45,444184
87740,164,222100
87741,164,263224
87742,164,666304
87743,164,1998916
87744,120,87744
87745,120,263236
87746,195,421684
87747,195,421684
87748,45,87748
87749,45,263248
87750,45,197440
87751,120,592324
87752,45,87752
87753,164,444256
87754,45,131632
87755,164,394900
87756,45,98728
87757,45,263272
87758,195,2134996
87759,195,2134996
87760,120,87760
87761,164,263284
87762,164,333232
87763,164,394936
87764,120,87764
87765,120,263296
87766,120,197476
87767,120,592432
87768,270,975400
87769,270,975400
87770,270,975400
87771,164,666520
87772,270,975400
87773,270,975400
87774,125,499912
87775,125,1333096
87776,120,87776
87777,195,1801816
87778,120,131668
87779,120,395008
87780,45,87780
87781,45,263344
87782,45,197512
87783,125,1265524
87784,120,87784
87785,270,975400
87786,120,131680
87787,120,499984
87788,58,111112
87789,58,263368
87790,58,296296
87791,125,4054696
87792,58,87792
87793,120,263380
87794,164,375028
87795,164,395080
87796,58,87796
87797,58,263392
87798,151,281284
87799,151,592648
87800,58,166696
87801,58,333376
87802,58,166696
87803,151,750112
87804,102,1898800
87805,102,1898800
87806,102,1898800
87807,133,8544580
87808,133,87808
87809,120,263428
87810,151,534112
87811,151,534112
87812,120,87812
87813,120,263440
87814,120,197584
87815,151,592756
87816,151,93796
87817,151,4562872
87818,151,131728
87819,151,395188
87820,151,98800
87821,151,263464
87822,120,296404
87823,120,889216
87824,133,87824
87825,151,263476
87826,164,1424464
87827,164,1424464
87828,133,87828
87829,133,263488
87830,151,281392
87831,151,592864
87832,133,87832
87833,102,844180
87834,133,131752
87835,102,7597636
87836,151,148228
87837,151,263512
87838,151,444688
87839,58,1334068
87840,45,87840
87841,151,263524
87842,120,131764
87843,120,395296
87844,120,111184
87845,120,263536
87846,120,197656
87847,107,667096
87848,45,87848
87849,151,1000672
87850,45,131776
87851,120,395332
87852,120,98836
87853,120,263560
87854,120,296512
87855,151,889540
87856,45,87856
87857,120,263572
87858,120,148264
87859,120,395368
87860,45,87860
87861,45,263584
87862,58,500416
87863,58,593080
87864,102,400840
87865,58,296548
87866,102,400840
87867,120,444832
87868,102,400840
87869,102,400840
87870,58,750688
87871,58,2001832
87872,133,87872
87873,45,263620
87874,125,131812
87875,125,395440
87876,45,87876
87877,45,263632
87878,45,197728
87879,125,750760
87880,164,400948
87881,125,444904
87882,164,400948
87883,45,395476
87884,164,400948
87885,164,400948
87886,151,475144
87887,151,889864
87888,133,87888
87889,164,400948
87890,125,750868
87891,125,750868
87892,133,87892
87893,133,263680
87894,102,197764
87895,102,593296
87896,102,87896
87897,102,296656
87898,102,131848
87899,120,667492
87900,102,148336
87901,102,263704
87902,102,445012
87903,102,1335040
87904,71,87904
87905,102,375496
87906,71,131860
87907,71,395584
87908,71,87908
87909,71,263728
87910,71,197800
87911,164,5413552
87912,71,87912
87913,102,667600
87914,71,131872
87915,102,712960
87916,45,166912
87917,45,263752
87918,45,296728
87919,151,6416656
87920,71,87920
87921,71,263764
87922,164,148372
87923,164,395656
87924,71,87924
87925,71,263776
87926,164,222568
87927,164,593512
87928,102,281716
87929,102,751192
87930,102,281716
87931,164,445156
87932,102,333880
87933,102,333880
87934,164,1126852
87935,164,3004936
87936,45,87936
87937,164,263812
87938,164,131908
87939,164,395728
87940,164,125224
87941,164,263824
87942,164,197872
87943,164,593620
87944,133,87944
87945,71,500884
87946,133,131920
87947,151,1426408
87948,133,98944
87949,133,263848
87950,164,422656
87951,164,890512
87952,102,87952
87953,71,263860
87954,71,222640
87955,71,395800
87956,102,87956
87957,102,263872
87958,71,197908
87959,71,593728
87960,102,87960
87961,71,296872
87962,102,131944
87963,177,2407480
87964,102,250504
87965,102,263896
87966,102,445336
87967,125,1503016
87968,45,87968
87969,71,263908
87970,102,131956
87971,102,395872
87972,151,1605256
87973,151,1605256
87974,151,1605256
87975,151,1268296
87976,45,87976
87977,151,2536648
87978,45,131968
87979,164,395908
87980,151,634228
87981,151,634228
87982,151,634228
87983,102,890836
87984,71,87984
87985,133,263956
87986,133,148480
87987,133,395944
87988,71,87988
87989,71,263968
87990,120,334096
87991,120,593944
87992,71,87992
87993,120,296980
87994,71,131992
87995,120,445480
87996,120,375892
87997,120,375892
87998,120,668248
87999,270,29295592
88000,45,88000
88001,71,264004
88002,195,338740
88003,195,396016
88004,45,88004
88005,45,264016
88006,45,198016
88007,195,594052
88008,71,88008
88009,76,445552
88010,71,132016
88011,71,396052
88012,71,99016
88013,71,264040
88014,76,501280
88015,76,891160
88016,45,88016
88017,71,264052
88018,76,1268944
88019,76,1268944
88020,45,88020
88021,45,264064
88022,76,376000
88023,76,594160
88024,76,237976
88025,45,297088
88026,76,237976
88027,76,668464
88028,76,237976
88029,76,264088
88030,102,752056
88031,102,1336984
88032,177,225988
88033,76,564064
88034,45,132052
88035,45,396160
88036,76,100420
88037,76,264112
88038,76,198088
88039,71,1002832
88040,177,225988
88041,76,1903876
88042,177,225988
88043,177,1807252
88044,76,125368
88045,76,264136
88046,76,297160
88047,76,1504384
88048,177,225988
88049,177,264148
88050,270,50143264
88051,270,50143264
88052,177,225988
88053,177,264160
88054,177,1355668
88055,177,1355668
88056,76,564244
88057,71,376144
88058,76,564244
88059,332,9402640
88060,76,1692736
88061,76,1692736
88062,102,5078212
88063,102,15234640
88064,40,88064
88065,102,264196
88066,102,132100
88067,102,396304
88068,102,88068
88069,102,264208
88070,102,198160
88071,102,594484
88072,195,190996
88073,120,445876
88074,195,190996
88075,102,396340
88076,195,190996
88077,195,264232
88078,102,297268
88079,102,891808
88080,195,190996
88081,195,264244
88082,164,222964
88083,164,396376
88084,195,190996
88085,195,264256
88086,195,198196
88087,195,594592
88088,195,190996
88089,102,297304
88090,195,190996
88091,164,1505140
88092,45,148660
88093,45,264280
88094,45,445984
88095,102,1337956
88096,133,88096
88097,45,264292
88098,195,190996
88099,195,396448
88100,71,111508
88101,71,264304
88102,71,198232
88103,164,669040
88104,133,88104
88105,164,1003588
88106,133,132160
88107,71,396484
88108,195,190996
88109,195,264328
88110,195,297376
88111,195,1205764
88112,133,88112
88113,71,264340
88114,71,211732
88115,71,396520
88116,133,88116
88117,133,264352
88118,76,846916
88119,76,846916
88120,71,88120
88121,195,297412
88122,71,132184
88123,102,446128
88124,71,223072
88125,71,264376
88126,102,952864
88127,102,2007664
88128,164,88128
88129,71,264388
88130,71,132196
88131,71,396592
88132,133,88132
88133,133,264400
88134,133,198304
88135,301,11003416
88136,164,88136
88137,164,2035348
88138,164,132208
88139,133,396628
88140,164,99160
88141,164,264424
88142,195,334672
88143,195,892456
88144,164,88144
88145,164,264436
88146,164,502036
88147,164,502036
88148,164,88148
88149,164,264448
88150,195,198340
88151,195,595024
88152,146,88152
88153,195,297520
88154,146,132232
88155,102,9650824
88156,146,148768
88157,146,264472
88158,195,446308
88159,195,1338928
88160,164,88160
88161,71,334744
88162,146,132244
88163,146,396736
88164,146,88164
88165,146,264496
88166,146,198376
88167,146,1506436
88168,164,88168
88169,146,669544
88170,164,132256
88171,195,2145040
88172,270,2480056
88173,270,2480056
88174,270,2480056
88175,195,1694896
88176,133,88176
88177,164,264532
88178,146,158920
88179,146,396808
88180,133,88180
88181,133,264544
88182,102,804544
88183,102,804544
88184,133,111616
88185,146,635668
88186,133,132280
88187,102,1430296
88188,195,334852
88189,195,334852
88190,195,1004560
88191,151,3013684
88192,133,88192
88193,195,264580
88194,45,132292
88195,45,396880
88196,45,88196
88197,45,264592
88198,45,198448
88199,146,595348
88200,164,88200
88201,76,1130272
88202,164,132304
88203,195,396916
88204,164,99232
88205,164,264616
88206,146,381976
88207,146,893104
88208,102,88208
88209,146,905416
88210,146,905416
88211,146,905416
88212,102,88212
88213,102,264640
88214,164,198484
88215,164,595456
88216,102,88216
88217,76,297736
88218,102,132328
88219,45,1004884
88220,102,167488
88221,102,264664
88222,102,446632
88223,146,16298224
88224,133,88224
88225,102,376864
88226,102,132340
88227,102,397024
88228,102,954016
88229,102,954016
88230,102,954016
88231,76,1695976
88232,133,88232
88233,151,78329320
88234,133,132352
88235,120,397060
88236,164,99268
88237,164,264712
88238,164,297808
88239,102,893428
88240,164,88240
88241,102,264724
88242,102,148912
88243,102,397096
88244,164,88244
88245,164,264736
88246,102,565432
88247,102,595672
88248,164,88248
88249,102,297844
88250,164,132376
88251,120,446776
88252,195,715696
88253,195,715696
88254,195,715696
88255,102,2010580
88256,133,88256
88257,102,264772
88258,102,167560
88259,102,397168
88260,102,88260
88261,102,264784
88262,102,198592
88263,102,595780
88264,102,88264
88265,164,446848
88266,102,132400
88267,102,397204
88268,102,99304
88269,102,264808
88270,151,8153620
88271,151,8153620
88272,133,88272
88273,125,2324752
88274,125,2324752
88275,125,2324752
88276,133,88276
88277,133,264832
88278,102,198628
88279,102,595888
88280,102,424276
88281,102,297952
88282,102,424276
88283,102,670408
88284,102,424276
88285,102,424276
88286,146,604096
88287,146,1340872
88288,164,88288
88289,146,3818500
88290,133,132436
88291,133,397312
88292,120,88292
88293,120,264880
88294,120,198664
88295,102,1005748
88296,164,88296
88297,120,670516
88298,164,132448
88299,102,502900
88300,120,111760
88301,120,264904
88302,120,298024
88303,102,3394708
88304,164,88304
88305,164,264916
88306,120,251476
88307,120,397384
88308,164,88308
88309,164,264928
88310,120,223540
88311,120,596104
88312,146,453256
88313,164,335320
88314,146,453256
88315,146,4297048
88316,146,503008
88317,146,503008
88318,102,12236992
88319,102,12236992
88320,133,88320
88321,164,264964
88322,102,132484
88323,102,397456
88324,164,88324
88325,164,264976
88326,164,198736
88327,102,596212
88328,164,88328
88329,102,447172
88330,164,132496
88331,164,397492
88332,164,99376
88333,164,265000
88334,164,298132
88335,164,894400
88336,133,88336
88337,164,265012
88338,102,849040
88339,102,849040
88340,133,88340
88341,133,265024
88342,102,198772
88343,102,596320
88344,133,88344
88345,102,298168
88346,133,132520
88347,102,2264272
88348,102,149092
88349,102,265048
88350,102,447280
88351,120,1341844
88352,133,88352
88353,164,265060
88354,102,179152
88355,102,397600
88356,102,179152
88357,102,265072
88358,102,198808
88359,120,670984
88360,133,88360
88361,102,1006504
88362,133,132544
88363,102,397636
88364,133,99412
88365,133,265096
88366,133,298240
88367,102,894724
88368,133,88368
88369,71,265108
88370,71,149128
88371,71,397672
88372,133,88372
88373,133,265120
88374,195,2721112
88375,195,2721112
88376,71,88376
88377,164,377512
88378,71,132568
88379,71,447424
88380,71,223720
88381,71,265144
88382,102,1911256
88383,102,2013496
88384,133,88384
88385,133,265156
88386,107,6889048
88387,107,6889048
88388,71,88388
88389,71,265168
88390,71,198880
88391,107,5734312
88392,71,125872
88393,195,447496
88394,71,132592
88395,71,397780
88396,71,125872
88397,71,265192
88398,102,566404
88399,102,895048
88400,133,88400
88401,71,377620
88402,71,1132864
88403,71,1132864
88404,133,88404
88405,133,265216
88406,120,198916
88407,120,596752
88408,120,88408
88409,120,298384
88410,120,132616
88411,102,806596
88412,120,149200
88413,120,265240
88414,102,447604
88415,102,1342816
88416,45,88416
88417,164,335716
88418,120,132628
88419,120,397888
88420,120,88420
88421,120,265264
88422,120,198952
88423,102,2266216
88424,45,88424
88425,120,671488
88426,45,132640
88427,120,397924
88428,71,188872
88429,71,265288
88430,71,298456
88431,71,1007296
88432,45,88432
88433,45,265300
88434,102,149236
88435,102,397960
88436,45,88436
88437,45,265312
88438,102,283336
88439,102,596968
88440,102,179332
88441,195,2550040
88442,102,179332
88443,120,447748
88444,102,335824
88445,102,335824
88446,146,1007476
88447,146,3022432
88448,133,88448
88449,102,538000
88450,133,132676
88451,133,398032
88452,133,88452
88453,133,265360
88454,133,199024
88455,133,597076
88456,45,88456
88457,102,4842016
88458,45,132688
88459,102,398068
88460,45,99520
88461,45,265384
88462,133,298564
88463,133,895696
88464,45,88464
88465,146,345544
88466,146,345544
88467,146,398104
88468,45,88468
88469,45,265408
88470,146,345544
88471,146,597184
88472,45,88472
88473,146,345544
88474,45,132712
88475,133,1007800
88476,102,377944
88477,102,377944
88478,102,447928
88479,164,1511764
88480,133,88480
88481,164,265444
88482,102,255472
88483,102,398176
88484,102,255472
88485,102,265456
88486,102,255472
88487,146,671956
88488,133,88488
88489,133,1511944
88490,133,132736
88491,102,1275748
88492,164,106324
88493,164,265480
88494,164,298672
88495,146,896020
88496,45,88496
88497,45,265492
88498,45,149344
88499,45,398248
88500,45,88500
88501,45,265504
88502,45,336040
88503,45,597400
88504,45,88504
88505,45,298708
88506,45,132760
88507,146,448072
88508,120,252052
88509,120,265528
88510,120,672136
88511,270,10347424
88512,102,95956
88513,195,9198520
88514,195,9198520
88515,195,9198520
88516,133,88516
88517,133,265552
88518,133,199168
88519,146,597508
88520,164,88520
88521,146,448144
88522,164,132784
88523,45,398356
88524,164,99592
88525,164,265576
88526,133,504196
88527,133,896344
88528,102,95956
88529,164,265588
88530,45,336148
88531,45,398392
88532,102,95956
88533,102,265600
88534,102,1363048
88535,102,1363048
88536,45,88536
88537,45,298816
88538,45,132808
88539,164,672352
88540,45,149416
88541,45,265624
88542,239,9693268
88543,239,9693268
88544,102,95956
88545,146,504304
88546,102,132820
88547,102,398464
88548,164,126088
88549,164,265648
88550,164,199240
88551,195,1008664
88552,102,95956
88553,195,756520
88554,102,132832
88555,146,2423680
88556,45,112084
88557,45,265672
88558,45,298888
88559,146,1702276
88560,133,359152
88561,102,265684
88562,164,168136
88563,164,398536
88564,133,359152
88565,133,359152
88566,102,1818016
88567,102,1818016
88568,133,359152
88569,239,984148
88570,133,359152
88571,45,504448
88572,133,1276936
88573,133,1276936
88574,133,2270104
88575,195,7661608
88576,40,88576
88577,71,265732
88578,102,132868
88579,102,398608
88580,71,319300
88581,71,319300
88582,71,319300
88583,71,597940
88584,133,88584
88585,102,448468
88586,133,132880
88587,71,398644
88588,133,99664
88589,133,265768
88590,71,957904
88591,71,957904
88592,71,88592
88593,133,265780
88594,102,224260
88595,102,398680
88596,71,88596
88597,71,265792
88598,45,199348
88599,45,598048
88600,71,88600
88601,45,299032
88602,71,132904
88603,102,1513888
88604,195,575728
88605,195,575728
88606,195,575728
88607,270,1345732
88608,71,88608
88609,195,575728
88610,71,132916
88611,71,398752
88612,45,189268
88613,45,265840
88614,45,199384
88615,195,672928
88616,71,88616
88617,102,1616920
88618,71,132928
88619,71,398788
88620,71,99700
88621,71,265864
88622,71,299104
88623,164,1135672
88624,71,88624
88625,195,575728
88626,195,575728
88627,195,575728
88628,71,88628
88629,71,265888
88630,102,3234328
88631,102,3234328
88632,45,94660
88633,102,341152
88634,45,132952
88635,71,448720
88636,45,224368
88637,45,265912
88638,71,673108
88639,71,2019328
88640,71,88640
88641,71,265924
88642,71,132964
88643,71,398896
88644,71,88644
88645,71,265936
88646,71,199456
88647,120,598372
88648,71,88648
88649,120,448792
88650,71,132976
88651,71,398932
88652,71,99736
88653,71,265960
88654,120,336616
88655,120,897640
88656,71,88656
88657,239,639088
88658,239,639088
88659,239,639088
88660,71,88660
88661,71,265984
88662,120,199492
88663,120,598480
88664,71,88664
88665,120,299248
88666,71,133000
88667,239,3455296
88668,71,149632
88669,71,266008
88670,120,448900
88671,120,1346704
88672,71,88672
88673,120,336688
88674,195,269728
88675,195,399040
88676,195,269728
88677,195,269728
88678,195,269728
88679,239,1515184
88680,71,88680
88681,195,673432
88682,71,133024
88683,71,399076
88684,195,284128
88685,195,284128
88686,195,299320
88687,195,2157568
88688,208,250504
88689,71,266068
88690,195,539440
88691,195,539440
88692,208,250504
88693,208,266080
88694,71,224512
88695,71,598696
88696,208,250504
88697,71,505168
88698,208,250504
88699,195,449044
88700,94,959092
88701,94,959092
88702,94,1010392
88703,120,3410080
88704,40,88704
88705,120,479572
88706,71,133060
88707,71,399184
88708,208,250504
88709,208,266128
88710,208,250504
88711,208,598804
88712,58,88712
88713,208,757888
88714,58,133072
88715,208,399220
88716,58,99808
88717,58,266152
88718,120,568456
88719,120,898288
88720,58,94768
88721,102,479680
88722,102,479680
88723,102,479680
88724,58,94768
88725,58,266176
88726,58,199636
88727,58,598912
88728,58,94768
88729,102,455380
88730,58,133096
88731,133,1821364
88732,58,189520
88733,58,266200
88734,58,449224
88735,102,2274208
88736,40,88736
88737,208,426436
88738,94,284308
88739,94,399328
88740,94,852928
88741,94,852928
88742,94,852928
88743,102,2878576
88744,40,88744
88745,94,7676368
88746,40,133120
88747,102,1214512
88748,58,99844
88749,58,266248
88750,58,299536
88751,58,898612
88752,58,88752
88753,58,266260
88754,58,149776
88755,58,399400
88756,58,88756
88757,58,266272
88758,208,337012
88759,208,599128
88760,58,88760
88761,58,299572
88762,58,133144
88763,120,449368
88764,120,224692
88765,120,266296
88766,120,674080
88767,94,2022244
88768,71,88768
88769,58,266308
88770,58,168532
88771,58,399472
88772,71,88772
88773,71,266320
88774,71,199744
88775,58,599236
88776,71,88776
88777,58,449440
88778,71,133168
88779,58,399508
88780,71,99880
88781,71,266344
88782,120,2879872
88783,120,2879872
88784,71,88784
88785,208,266356
88786,208,337120
88787,208,399544
88788,71,88788
88789,71,266368
88790,208,250504
88791,208,599344
88792,94,88792
88793,71,299680
88794,94,133192
88795,120,1920184
88796,94,149848
88797,94,266392
88798,102,505744
88799,102,1348648
88800,71,88800
88801,102,758644
88802,71,133204
88803,71,399616
88804,71,88804
88805,71,266416
88806,71,199816
88807,102,3840856
88808,71,88808
88809,94,674404
88810,71,133216
88811,208,540160
88812,71,112408
88813,71,266440
88814,71,299752
88815,102,4321348
88816,71,88816
88817,71,266452
88818,58,569104
88819,58,569104
88820,71,88820
88821,71,266464
88822,208,250504
88823,208,599560
88824,71,168640
88825,208,337264
88826,71,168640
88827,94,853720
88828,208,505924
88829,208,505924
88830,208,1517776
88831,120,11682952
88832,133,88832
88833,71,266500
88834,71,133252
88835,71,399760
88836,71,88836
88837,71,266512
88838,71,199888
88839,208,640384
88840,195,144340
88841,146,449764
88842,195,144340
88843,102,512944
88844,195,144340
88845,195,266536
88846,71,299860
88847,71,899584
88848,133,88848
88849,195,266548
88850,71,253024
88851,71,399832
88852,133,88852
88853,133,266560
88854,195,199924
88855,195,599776
88856,133,88856
88857,94,427012
88858,133,133288
88859,208,5764660
88860,71,149956
88861,71,266584
88862,71,449872
88863,94,2882464
88864,133,88864
88865,58,266596
88866,164,133300
88867,164,399904
88868,164,112480
88869,164,266608
88870,164,199960
88871,58,674872
88872,133,88872
88873,94,1154464
88874,133,133312
88875,164,399940
88876,164,99988
88877,164,266632
88878,164,299968
88879,58,899908
88880,133,88880
88881,164,266644
88882,164,149992
88883,164,399976
88884,133,88884
88885,133,266656
88886,94,506248
88887,94,599992
88888,58,427192
88889,94,300004
88890,58,427192
88891,58,450016
88892,58,427192
88893,58,427192
88894,58,854368
88895,58,2025160
88896,133,88896
88897,133,266692
88898,94,160216
88899,94,400048
88900,120,88900
88901,120,266704
88902,120,200032
88903,94,759508
88904,120,88904
88905,71,450088
88906,120,133360
88907,120,400084
88908,120,100024
88909,120,266728
88910,94,337588
88911,94,900232
88912,133,88912
88913,164,266740
88914,164,759616
88915,164,759616
88916,133,88916
88917,133,266752
88918,94,320488
88919,94,600208
88920,164,88920
88921,164,300112
88922,164,133384
88923,120,675268
88924,164,150064
88925,164,266776
88926,94,450196
88927,94,1350592
88928,164,88928
88929,94,3245236
88930,164,133396
88931,164,400192
88932,164,88932
88933,164,266800
88934,164,200104
88935,120,3419008
88936,164,88936
88937,71,675376
88938,164,133408
88939,120,400228
88940,120,168856
88941,120,266824
88942,120,300184
88943,120,1013128
88944,164,88944
88945,164,266836
88946,164,150100
88947,164,400264
88948,164,88948
88949,164,266848
88950,164,225160
88951,164,600424
88952,164,126664
88953,94,759940
88954,164,133432
88955,94,569968
88956,164,337768
88957,164,337768
88958,120,2564944
88959,120,3039928
88960,133,88960
88961,239,3652288
88962,120,133444
88963,120,400336
88964,120,190024
88965,120,266896
88966,120,200176
88967,120,600532
88968,133,88968
88969,239,855088
88970,133,133456
88971,94,962008
88972,133,100096
88973,133,266920
88974,164,300292
88975,164,900880
88976,133,88976
88977,94,266932
88978,94,225232
88979,94,400408
88980,133,88980
88981,133,266944
88982,94,240568
88983,94,600640
88984,133,88984
88985,94,300328
88986,133,133480
88987,94,1013632
88988,239,975400
88989,239,975400
88990,239,975400
88991,94,1520512
88992,133,88992
88993,94,811924
88994,133,133492
88995,133,400480
88996,120,168964
88997,120,266992
88998,120,200248
88999,164,675844
89000,133,89000
89001,102,1520692
89002,133,133504
89003,120,400516
89004,71,126736
89005,71,267016
89006,71,300400
89007,71,901204
89008,120,89008
89009,120,267028
89010,120,150208
89011,120,400552
89012,120,89012
89013,120,267040
89014,71,337984
89015,71,600856
89016,120,89016
89017,71,300436
89018,120,133528
89019,71,450664
89020,120,570400
89021,120,570400
89022,120,676024
89023,301,9635920
89024,120,89024
89025,71,267076
89026,71,253528
89027,71,400624
89028,133,89028
89029,133,267088
89030,133,200320
89031,120,1283524
89032,71,95092
89033,71,450736
89034,71,133552
89035,120,400660
89036,71,100168
89037,71,267112
89038,76,507112
89039,76,901528
89040,120,89040
89041,71,267124
89042,71,380356
89043,71,400696
89044,120,89044
89045,120,267136
89046,146,1083184
89047,146,1083184
89048,76,304720
89049,133,300544
89050,76,304720
89051,76,676240
89052,76,304720
89053,76,304720
89054,71,760804
89055,71,1352536
89056,120,89056
89057,120,507220
89058,120,133588
89059,120,400768
89060,120,89060
89061,120,267184
89062,120,200392
89063,76,1014496
89064,120,89064
89065,239,6589024
89066,120,133600
89067,71,760912
89068,71,190240
89069,71,267208
89070,71,300616
89071,177,200153968
89072,239,481624
89073,120,267220
89074,71,169108
89075,71,400840
89076,239,481624
89077,239,481624
89078,71,253672
89079,71,601288
89080,239,481624
89081,71,856168
89082,239,481624
89083,146,1083616
89084,146,6171712
89085,146,6171712
89086,146,6171712
89087,177,17338264
89088,40,89088
89089,120,267268
89090,120,142720
89091,120,400912
89092,133,89092
89093,133,267280
89094,133,200464
89095,120,601396
89096,94,89096
89097,239,695464
89098,94,133648
89099,133,400948
89100,94,100240
89101,94,267304
89102,164,300724
89103,164,902176
89104,133,89104
89105,94,267316
89106,120,225556
89107,120,400984
89108,133,89108
89109,133,267328
89110,94,200500
89111,94,601504
89112,133,89112
89113,146,1465108
89114,133,133672
89115,239,1712968
89116,94,150388
89117,94,267352
89118,94,451168
89119,314,7234324
89120,71,89120
89121,120,267364
89122,133,133684
89123,133,401056
89124,146,542104
89125,146,542104
89126,146,542104
89127,94,676816
89128,71,89128
89129,94,1015252
89130,71,133696
89131,133,401092
89132,71,100276
89133,71,267400
89134,71,300832
89135,146,902500
89136,71,89136
89137,71,267412
89138,71,150424
89139,71,401128
89140,71,89140
89141,71,267424
89142,94,761560
89143,94,761560
89144,133,89144
89145,71,300868
89146,133,133720
89147,120,542212
89148,133,225664
89149,133,267448
89150,120,676996
89151,120,2030992
89152,40,89152
89153,71,267460
89154,71,135592
89155,71,401200
89156,71,89156
89157,71,267472
89158,71,200608
89159,102,601828
89160,146,2316760
89161,94,1626856
89162,146,2316760
89163,71,401236
89164,146,2316760
89165,146,2316760
89166,133,338560
89167,133,902824
89168,40,89168
89169,146,2316760
89170,94,857032
89171,94,857032
89172,40,89172
89173,40,267520
89174,71,200644
89175,71,601936
89176,71,89176
89177,120,300976
89178,71,133768
89179,120,1142800
89180,71,150496
89181,71,267544
89182,146,857140
89183,146,1354480
89184,40,89184
89185,120,338632
89186,120,214324
89187,120,401344
89188,120,214324
89189,120,267568
89190,120,214324
89191,146,3254740
89192,40,89192
89193,120,677320
89194,40,133792
89195,120,428632
89196,94,1928932
89197,94,1928932
89198,94,1928932
89199,94,1285936
89200,71,89200
89201,40,267604
89202,164,150532
89203,164,401416
89204,71,89204
89205,71,267616
89206,164,225808
89207,164,602152
89208,71,112912
89209,71,508084
89210,71,133816
89211,164,451636
89212,164,338740
89213,164,338740
89214,164,1016224
89215,94,3255604
89216,133,89216
89217,164,267652
89218,71,133828
89219,71,401488
89220,71,89220
89221,71,267664
89222,71,200752
89223,164,602260
89224,45,89224
89225,120,1715092
89226,45,133840
89227,146,401524
89228,45,100384
89229,45,267688
89230,146,301156
89231,146,903472
89232,45,89232
89233,71,267700
89234,71,225880
89235,71,401560
89236,45,89236
89237,45,267712
89238,45,200788
89239,45,602368
89240,45,89240
89241,71,301192
89242,45,133864
89243,94,1373920
89244,133,1100608
89245,133,1100608
89246,133,1100608
89247,146,3430996
89248,133,89248
89249,120,2171284
89250,164,133876
89251,164,401632
89252,164,254176
89253,164,267760
89254,164,254176
89255,146,1930120
89256,133,89256
89257,239,50143264
89258,133,133888
89259,164,401668
89260,45,100420
89261,45,267784
89262,45,301264
89263,301,9402640
89264,45,89264
89265,71,267796
89266,71,150640
89267,71,401704
89268,45,89268
89269,45,267808
89270,120,381328
89271,120,602584
89272,45,89272
89273,71,301300
89274,45,133912
89275,120,572020
89276,146,225988
89277,146,267832
89278,146,677968
89279,120,2033908
89280,133,89280
89281,115,267844
89282,115,169504
89283,115,401776
89284,45,89284
89285,45,267856
89286,45,200896
89287,146,602692
89288,45,89288
89289,115,452032
89290,45,133936
89291,115,401812
89292,45,100456
89293,45,267880
89294,146,762856
89295,146,904120
89296,133,89296
89297,71,429136
89298,71,429136
89299,71,429136
89300,133,89300
89301,133,267904
89302,71,200932
89303,71,602800
89304,115,127168
89305,115,301408
89306,115,133960
89307,71,678184
89308,115,150712
89309,115,267928
89310,177,508660
89311,177,1356424
89312,71,89312
89313,164,1144528
89314,133,133972
89315,133,401920
89316,115,89316
89317,115,267952
89318,115,200968
89319,71,1017412
89320,71,89320
89321,71,678292
89322,71,133984
89323,177,1287736
89324,45,113056
89325,45,267976
89326,45,301480
89327,102,5151112
89328,71,89328
89329,71,267988
89330,177,619648
89331,177,619648
89332,71,89332
89333,71,268000
89334,45,226132
89335,45,603016
89336,71,190816
89337,146,339208
89338,71,190816
89339,133,1144852
89340,71,508840
89341,71,508840
89342,270,11003416
89343,270,11003416
89344,40,89344
89345,71,268036
