index,steps,peak
33064,160,33064
33065,266,2480056
33066,160,49600
33067,142,158920
33068,129,37204
33069,129,99208
33070,129,111616
33071,191,334852
33072,160,33072
33073,41,99220
33074,41,55816
33075,41,148840
33076,160,33076
33077,160,99232
33078,142,905416
33079,142,905416
33080,98,33080
33081,72,141316
33082,98,49624
33083,98,167488
33084,98,83752
33085,98,99256
33086,98,954016
33087,98,954016
33088,129,33088
33089,160,99268
33090,98,119284
33091,98,148912
33092,160,33092
33093,160,99280
33094,160,74464
33095,191,715696
33096,98,59668
33097,98,167560
33098,98,59668
33099,160,148948
33100,98,59668
33101,98,99304
33102,121,2324752
33103,121,2324752
33104,129,33104
33105,98,141424
33106,98,424276
33107,98,424276
33108,129,33108
33109,129,99328
33110,116,74500
33111,116,223504
33112,160,33112
33113,116,111760
33114,160,49672
33115,116,251476
33116,160,55888
33117,160,99352
33118,142,453256
33119,142,503008
33120,129,33120
33121,98,125764
33122,160,49684
33123,160,149056
33124,160,33124
33125,160,99376
33126,160,74536
33127,98,849040
33128,129,33128
33129,98,251584
33130,129,49696
33131,98,149092
33132,98,179152
33133,98,179152
33134,98,179152
33135,98,377440
33136,129,33136
33137,129,99412
33138,67,55924
33139,67,149128
33140,129,33140
33141,129,99424
33142,67,83896
33143,67,223720
33144,67,41956
33145,103,6889048
33146,67,49720
33147,191,238948
33148,67,125872
33149,67,125872
33150,67,377620
33151,67,1132864
33152,129,33152
33153,116,99460
33154,116,59776
33155,116,149200
33156,116,59776
33157,116,99472
33158,116,74608
33159,116,223828
33160,41,33160
33161,67,188872
33162,41,49744
33163,98,149236
33164,41,37312
33165,41,99496
33166,98,179332
33167,98,335824
33168,41,33168
33169,129,99508
33170,129,83968
33171,129,149272
33172,41,33172
33173,41,99520
33174,142,345544
33175,142,345544
33176,41,33176
33177,142,345544
33178,41,49768
33179,98,377944
33180,98,255472
33181,98,255472
33182,98,255472
33183,129,566980
33184,129,33184
33185,160,106324
33186,41,49780
33187,41,149344
33188,41,63016
33189,41,99568
33190,41,74680
33191,116,252052
33192,129,33192
33193,191,9198520
33194,129,49792
33195,142,345544
33196,160,53188
33197,160,99592
33198,160,112048
33199,41,336148
33200,98,95956
33201,41,99604
33202,41,56032
33203,41,149416
33204,98,95956
33205,98,99616
33206,160,126088
33207,160,224152
33208,98,95956
33209,41,112084
33210,98,95956
33211,160,168136
33212,129,359152
33213,129,359152
33214,129,359152
33215,129,1276936
33216,67,33216
33217,98,106432
33218,67,319300
33219,67,319300
33220,129,33220
33221,129,99664
33222,129,74752
33223,98,224260
33224,67,33224
33225,41,168208
33226,67,49840
33227,191,575728
33228,67,37384
33229,67,99688
33230,41,189268
33231,41,336472
33232,67,33232
33233,67,99700
33234,191,575728
33235,191,575728
33236,67,33236
33237,67,99712
33238,41,94660
33239,41,224368
33240,67,33240
33241,67,112192
33242,67,49864
33243,116,252448
33244,67,56104
33245,67,99736
33246,235,639088
33247,235,639088
33248,67,33248
33249,116,189376
33250,67,49876
33251,67,149632
33252,191,269728
33253,191,269728
33254,191,269728
33255,191,378808
33256,67,33256
33257,191,284128
33258,67,49888
33259,191,539440
33260,204,250504
33261,204,250504
33262,204,250504
33263,90,959092
33264,54,33264
33265,67,99796
33266,204,250504
33267,204,250504
33268,54,33268
33269,54,99808
33270,98,479680
33271,98,479680
33272,54,94768
33273,98,455380
33274,54,94768
33275,54,189520
33276,90,284308
33277,90,284308
33278,90,852928
33279,90,2558788
33280,36,33280
33281,54,99844
33282,54,49924
33283,54,149776
33284,54,33284
33285,54,99856
33286,54,74896
33287,116,224692
33288,67,33288
33289,54,168532
33290,67,49936
33291,54,149812
33292,67,37456
33293,67,99880
33294,204,250504
33295,204,337120
33296,67,33296
33297,67,99892
33298,90,84292
33299,90,149848
33300,67,33300
33301,67,99904
33302,67,74932
33303,67,224800
33304,67,33304
33305,67,112408
33306,67,49960
33307,54,569104
33308,67,56212
33309,67,99928
33310,67,168640
33311,204,505924
33312,129,33312
33313,67,99940
33314,67,49972
33315,67,149920
33316,191,144340
33317,191,144340
33318,191,144340
33319,67,253024
33320,129,33320
33321,90,427012
33322,129,49984
33323,67,149956
33324,160,37492
33325,160,99976
33326,160,112480
33327,90,1154464
33328,129,33328
33329,160,99988
33330,160,56248
33331,160,149992
33332,129,33332
33333,129,100000
33334,54,427192
33335,54,427192
33336,116,60100
33337,90,160216
33338,116,60100
33339,67,168784
33340,116,84400
33341,116,100024
33342,160,253204
33343,160,759616
33344,129,33344
33345,160,100036
33346,160,50020
33347,160,150064
33348,160,33348
33349,160,100048
33350,160,75040
33351,67,225124
33352,160,33352
33353,116,168856
33354,160,50032
33355,160,150100
33356,160,37528
33357,160,100072
33358,160,126664
33359,160,337768
33360,129,33360
33361,116,120256
33362,116,190024
33363,116,190024
33364,129,33364
33365,129,100096
33366,90,202984
33367,90,225232
33368,129,33368
33369,90,240568
33370,129,50056
33371,235,975400
33372,129,56320
33373,129,100120
33374,116,168964
33375,116,506896
33376,129,33376
33377,67,126736
33378,116,50068
33379,116,150208
33380,116,33380
33381,116,100144
33382,116,75112
33383,116,570400
33384,129,33384
33385,67,253528
33386,129,50080
33387,67,150244
33388,67,95092
33389,67,100168
33390,67,112696
33391,67,380356
33392,116,33392
33393,129,100180
33394,72,304720
33395,72,304720
33396,116,33396
33397,116,100192
33398,116,84544
33399,116,225448
33400,116,42280
33401,67,190240
33402,116,50104
33403,67,169108
33404,235,481624
33405,235,481624
33406,235,481624
33407,142,6171712
33408,36,33408
33409,116,142720
33410,129,50116
33411,129,150352
33412,90,67768
33413,90,100240
33414,90,75184
33415,116,225556
33416,129,33416
33417,142,1465108
33418,129,50128
33419,90,150388
33420,129,37600
33421,129,100264
33422,142,542104
33423,142,542104
33424,67,33424
33425,67,100276
33426,67,84616
33427,67,150424
33428,67,33428
33429,67,100288
33430,129,75220
33431,129,225664
33432,67,33432
33433,67,135592
33434,67,50152
33435,90,1626856
33436,142,2316760
33437,142,2316760
33438,142,2316760
33439,90,857032
33440,36,33440
33441,116,100324
33442,67,71440
33443,67,150496
33444,116,214324
33445,116,214324
33446,116,214324
33447,116,285748
33448,36,33448
33449,90,1928932
33450,36,50176
33451,160,150532
33452,67,37636
33453,67,100360
33454,67,112912
33455,160,338740
33456,41,33456
33457,67,100372
33458,67,56464
33459,67,150568
33460,41,33460
33461,41,100384
33462,67,127060
33463,67,225880
33464,41,33464
33465,67,112948
33466,41,50200
33467,129,1100608
33468,160,84724
33469,160,100408
33470,160,254176
33471,235,50143264
33472,129,33472
33473,41,100420
33474,67,63556
33475,67,150640
33476,41,33476
33477,41,100432
33478,41,75328
33479,142,225988
33480,41,33480
33481,111,169504
33482,41,50224
33483,111,150676
33484,41,37672
33485,41,100456
33486,67,429136
33487,67,429136
33488,129,33488
33489,111,100468
33490,111,127168
33491,111,150712
33492,129,33492
33493,129,100480
33494,111,75364
33495,111,226096
33496,67,80512
33497,41,113056
33498,67,80512
33499,173,619648
33500,67,80512
33501,67,100504
33502,67,190816
33503,67,508840
33504,129,33504
33505,142,515860
33506,129,50260
33507,129,150784
33508,160,33508
33509,160,100528
33510,160,75400
33511,142,644164
33512,129,33512
33513,142,815344
33514,129,50272
33515,111,190888
33516,160,42424
33517,160,100552
33518,160,113128
33519,235,2612464
33520,111,33520
33521,129,100564
33522,67,322216
33523,67,322216
33524,111,33524
33525,111,100576
33526,116,305908
33527,116,305908
33528,111,63664
33529,41,127312
33530,111,63664
33531,160,286468
33532,160,190996
33533,160,190996
33534,160,572992
33535,160,1718980
33536,36,33536
33537,41,100612
33538,41,50308
33539,41,150928
33540,67,33540
33541,67,100624
33542,67,75472
33543,116,226420
33544,67,33544
33545,160,169828
33546,67,50320
33547,160,150964
33548,67,37744
33549,67,100648
33550,67,113236
33551,67,339712
33552,67,33552
33553,67,100660
33554,266,497176
33555,266,497176
33556,67,33556
33557,67,100672
33558,111,75508
33559,111,226528
33560,67,33560
33561,111,143368
33562,67,50344
33563,116,1290328
33564,67,56644
33565,67,100696
33566,67,169936
33567,67,509812
33568,67,33568
33569,111,121012
33570,129,50356
33571,129,151072
33572,129,42496
33573,129,100720
33574,129,75544
33575,160,1089124
33576,67,33576
33577,235,6810136
33578,67,50368
33579,67,151108
33580,67,37780
33581,67,100744
33582,67,113344
33583,67,340036
33584,67,33584
33585,67,100756
33586,67,56680
33587,67,151144
33588,67,33588
33589,67,100768
33590,160,191320
33591,160,226744
33592,67,71764
33593,72,113380
33594,67,71764
33595,67,170080
33596,67,85048
33597,67,100792
33598,72,287044
33599,72,765448
33600,36,33600
33601,67,100804
33602,160,60568
33603,160,151216
33604,67,33604
33605,67,100816
33606,67,75616
33607,160,323008
33608,67,33608
33609,67,170152
33610,67,50416
33611,67,151252
33612,67,37816
33613,67,100840
33614,67,127636
33615,67,340360
33616,36,33616
33617,160,817936
33618,160,817936
33619,160,817936
33620,36,33620
33621,36,100864
33622,67,107728
33623,67,226960
33624,67,33624
33625,67,113488
33626,67,50440
33627,235,552904
33628,67,56752
33629,67,100888
33630,67,170260
33631,67,510784
33632,98,45520
33633,111,215512
33634,67,50452
33635,67,151360
33636,67,33636
33637,67,100912
33638,67,75688
33639,116,8286136
33640,98,45520
33641,67,255472
33642,98,50464
33643,67,151396
33644,67,63880
33645,67,100936
33646,67,113560
33647,204,383272
33648,98,45520
33649,98,100948
33650,67,56788
33651,67,151432
33652,98,45520
33653,98,100960
33654,67,85192
33655,67,227176
33656,111,345544
33657,173,3934960
33658,111,345544
33659,111,323512
33660,111,345544
33661,111,345544
33662,111,647080
33663,111,1150360
33664,85,33664
33665,67,100996
33666,98,53944
33667,98,151504
33668,160,182068
33669,160,182068
33670,160,182068
33671,98,227284
33672,36,33672
33673,98,215764
33674,36,50512
33675,160,485512
33676,36,37888
33677,36,101032
33678,67,113668
33679,67,341008
33680,129,33680
33681,67,101044
33682,67,85264
33683,67,151576
33684,129,33684
33685,129,101056
33686,67,75796
33687,67,227392
33688,129,33688
33689,67,113704
33690,129,50536
33691,67,383776
33692,67,95956
33693,67,101080
33694,67,170584
33695,160,575728
33696,85,33696
33697,67,101092
33698,129,50548
33699,129,151648
33700,204,129760
33701,204,129760
33702,204,129760
33703,67,255940
33704,85,33704
33705,204,1093336
33706,85,50560
33707,204,182248
33708,160,102544
33709,160,102544
33710,160,113776
33711,129,341332
33712,160,33712
33713,160,101140
33714,160,56896
33715,160,151720
33716,160,33716
33717,160,101152
33718,59,128032
33719,59,227608
33720,160,33720
33721,59,113812
33722,160,50584
33723,59,170728
33724,98,324160
33725,98,324160
33726,98,324160
33727,204,1641040
33728,85,33728
33729,67,101188
33730,67,96064
33731,67,151792
33732,85,33732
33733,85,101200
33734,85,75904
33735,59,227716
33736,59,40552
33737,67,170800
33738,59,50608
33739,160,151828
33740,59,40552
33741,59,101224
33742,59,192184
33743,59,341656
33744,85,33744
33745,59,101236
33746,59,144160
33747,59,151864
33748,85,33748
33749,85,101248
33750,59,243304
33751,59,243304
33752,160,33752
33753,85,113920
33754,160,50632
33755,160,256336
33756,160,56968
33757,160,101272
33758,85,547540
33759,85,547540
33760,173,250504
33761,98,243376
33762,85,50644
33763,85,151936
33764,59,33764
33765,59,101296
33766,59,75976
33767,160,384640
33768,173,250504
33769,191,2079592
33770,173,250504
33771,142,462184
33772,111,410884
33773,111,410884
33774,111,410884
33775,111,577096
33776,173,250504
33777,173,250504
33778,59,64132
33779,59,152008
33780,173,250504
33781,173,250504
33782,160,96208
33783,160,228040
33784,160,144340
33785,98,410992
33786,160,144340
33787,160,192436
33788,160,433024
33789,160,433024
33790,204,2633632
33791,204,3897232
33792,36,33792
33793,129,101380
33794,129,50692
33795,129,152080
33796,59,33796
33797,59,101392
33798,59,76048
33799,129,228148
33800,59,33800
33801,85,494080
33802,59,50704
33803,59,152116
33804,59,38032
33805,59,101416
33806,204,114100
33807,204,342304
33808,85,33808
33809,59,101428
33810,59,85588
33811,59,152152
33812,85,33812
33813,85,101440
33814,59,76084
33815,59,228256
33816,85,33816
33817,59,114136
33818,85,50728
33819,204,1462696
33820,204,146500
33821,204,146500
33822,204,171232
33823,204,2194288
33824,85,33824
33825,204,146500
33826,85,50740
33827,85,152224
33828,59,42820
33829,59,101488
33830,59,76120
33831,67,256912
33832,85,33832
33833,67,385396
33834,85,50752
33835,59,152260
33836,85,38068
33837,85,101512
33838,85,114208
33839,266,9635920
33840,85,33840
33841,85,101524
33842,85,57112
33843,85,152296
33844,85,33844
33845,85,101536
33846,111,289168
33847,111,289168
33848,41,33848
33849,111,114244
33850,41,50776
33851,111,171376
33852,41,85696
33853,41,101560
33854,111,257092
33855,111,771280
33856,36,33856
33857,41,101572
33858,41,50788
33859,41,152368
33860,85,33860
33861,85,101584
33862,85,76192
33863,111,228580
33864,204,695464
33865,204,171448
33866,204,695464
33867,85,152404
33868,204,695464
33869,204,695464
33870,41,128608
33871,41,342952
33872,36,33872
33873,204,695464
33874,147,846916
33875,147,846916
33876,36,33876
33877,36,101632
33878,85,76228
33879,85,228688
33880,59,33880
33881,111,114352
33882,59,50824
33883,111,549556
33884,59,57184
33885,59,101656
33886,59,244276
33887,59,514672
33888,36,33888
33889,85,128680
33890,59,50836
33891,59,152512
33892,59,33892
33893,59,101680
33894,59,76264
33895,111,651544
33896,36,33896
33897,59,257416
33898,36,50848
33899,59,152548
33900,111,217240
33901,111,217240
33902,111,217240
33903,111,434464
33904,85,33904
33905,36,101716
33906,59,91672
33907,59,152584
33908,85,33908
33909,85,101728
33910,85,85840
33911,85,228904
33912,85,42928
33913,59,464128
33914,85,50872
33915,59,171700
33916,85,128788
33917,85,128788
33918,85,386368
33919,59,1159108
33920,129,33920
33921,59,163024
33922,111,50884
33923,111,152656
33924,111,39364
33925,111,101776
33926,111,76336
33927,98,229012
33928,111,39364
33929,98,1100608
33930,111,50896
33931,59,152692
33932,111,39364
33933,111,101800
33934,85,114532
33935,85,343600
33936,111,39364
33937,85,101812
33938,85,85912
33939,85,152728
33940,111,39364
33941,111,101824
33942,111,76372
33943,111,229120
33944,111,39364
33945,111,114568
33946,111,50920
33947,204,386692
33948,142,176740
33949,142,176740
33950,142,176740
33951,173,6698032
33952,129,33952
33953,142,367144
33954,67,50932
33955,67,152800
33956,67,96712
33957,67,101872
33958,67,96712
33959,142,619648
33960,129,33960
33961,98,870424
33962,129,50944
33963,111,152836
33964,111,103336
33965,111,103336
33966,111,114640
33967,111,343924
33968,36,33968
33969,111,275560
33970,111,275560
33971,111,275560
33972,36,33972
33973,36,101920
33974,111,183688
33975,111,229336
33976,36,33976
33977,204,2092552
33978,36,50968
33979,204,2480056
33980,85,86020
33981,85,101944
33982,85,258064
33983,111,774196
33984,129,33984
33985,85,101956
33986,85,64528
33987,85,152944
33988,129,33988
33989,129,101968
33990,129,76480
33991,85,229444
33992,129,33992
33993,85,172096
33994,129,50992
33995,85,152980
33996,129,38248
33997,129,101992
33998,85,290464
33999,85,344248
34000,129,34000
34001,204,1276936
34002,204,1276936
34003,204,1276936
34004,129,34004
34005,129,102016
34006,85,76516
34007,85,229552
34008,85,48436
34009,129,114784
34010,85,51016
34011,85,258280
34012,85,57400
34013,85,102040
34014,116,314656
34015,116,516616
34016,80,34016
34017,204,1276936
34018,129,51028
34019,129,153088
34020,85,36340
34021,85,102064
34022,85,76552
34023,173,551824
34024,80,34024
34025,129,258388
34026,80,51040
34027,85,218032
34028,80,43072
34029,80,102088
34030,80,114856
34031,111,2943700
34032,80,34032
34033,80,102100
34034,129,96928
34035,129,153160
34036,80,34036
34037,80,102112
34038,160,86164
34039,160,229768
34040,204,6810136
34041,160,129256
34042,204,6810136
34043,85,436264
34044,204,6810136
34045,204,6810136
34046,217,2484916
34047,217,2484916
34048,36,34048
34049,160,102148
34050,160,72736
34051,160,153232
34052,129,34052
34053,129,102160
34054,129,76624
34055,98,262168
34056,41,34056
34057,98,196648
34058,41,51088
34059,160,153268
34060,41,38320
34061,41,102184
34062,80,114964
34063,80,344896
34064,129,34064
34065,41,102196
34066,160,184192
34067,160,184192
34068,129,34068
34069,129,102208
34070,41,76660
34071,41,229984
34072,129,34072
34073,142,560356
34074,129,51112
34075,142,3315976
34076,160,163780
34077,160,163780
34078,160,172528
34079,41,517588
34080,80,34080
34081,129,102244
34082,80,51124
34083,80,153376
34084,80,43144
34085,80,102256
34086,80,76696
34087,41,258856
34088,80,34088
34089,204,552904
34090,80,51136
34091,80,153412
34092,129,38356
34093,129,102280
34094,129,115072
34095,204,345220
34096,80,34096
34097,173,102292
34098,173,57544
34099,173,153448
34100,80,34100
34101,80,102304
34102,142,491668
34103,142,491668
34104,129,599056
34105,173,218536
34106,129,599056
34107,129,172672
34108,129,599056
34109,129,599056
34110,173,437128
34111,173,777112
34112,36,34112
34113,80,102340
34114,80,51172
34115,80,153520
34116,80,36448
34117,80,102352
34118,80,76768
34119,191,3786424
34120,173,138400
34121,80,172744
34122,173,138400
34123,80,153556
34124,173,138400
34125,173,138400
34126,80,145780
34127,80,345544
34128,36,34128
34129,173,328048
